source_dataset,account_id,label,quality_flag,feature_completeness,username,display_name,description,location,lang,created_at,account_age_days,followers_count,following_count,followers_following_ratio,tweet_count,tweets_per_day,listed_count,favourites_count,verified,default_profile,default_profile_image,description_length,username_length
Twitter Bot Training Data 2,42519612,0,ok,1.0,FloydMayweather,Floyd Mayweather,,"Las Vegas, NV",en,Tue May 26 00:08:06 +0000 2009,2865,7182947,515,13920.43992248062,7512,2.621989528795812,14712,782,True,False,False,0,15
Twitter Bot Training Data 2,18022904,0,ok,1.0,matisyahu,Matisyahu,STEP OUT INTO THE LIGHT.,,en,Wed Dec 10 16:29:31 +0000 2008,3032,1742701,29,58090.03333333333,7029,2.3182717678100264,5985,940,True,False,False,24,9
Twitter Bot Training Data 2,29739553,0,ok,1.0,VictoriaCoren,Victoria Coren M.,"writer, broadcaster and poker player",London,en,Wed Apr 08 15:27:25 +0000 2009,2913,352929,373,943.6604278074866,26938,9.247511156882938,3392,26,True,False,False,36,13
Twitter Bot Training Data 2,313296181,0,ok,1.0,EricDRieth,Eric Rieth (AFCo),"Singer songwriter. Musician. Never give up and follow your dreams. Adventurer, Film Producer and board sport enthusiast. Snapchat: ericriethson IG: ericdrieth",Some where on Earth,en,Wed Jun 08 12:54:51 +0000 2011,2122,1477,4737,0.31173490924440694,1778,0.8378887841658812,2,502,False,False,False,158,10
Twitter Bot Training Data 2,249004971,0,ok,1.0,wanderfukt,Tim Garrett,we start out so cute in our baby pictures | a boy without a job | nimbus 2000,spaace,en,8/2/2011 4:38,2067,199,580,0.342512908777969,15504,7.500725689404935,14,44909,False,False,False,77,10
Twitter Bot Training Data 2,17453527,0,ok,1.0,toddbarry,Todd Barry,"THE CROWD WORK TOUR on @NETFLIX or $5 https://t.co/a0Zz1htkXY. Pre-order book THANK YOU FOR COMING TO HATTIESBURG https://t.co/POO243Nw72 Also, @ToddBarryPdcast",New York City,en,Mon Nov 17 23:32:30 +0000 2008,3055,296697,785,377.4770992366412,21427,7.013747954173486,4906,3887,True,False,False,160,9
Twitter Bot Training Data 2,359456836,0,ok,1.0,FilosofiaMetal,Filosofia Metal,O Twitter oficial do Blog Filosofia Metal!! A í_nica forma de que os posts ní£o sejam longos e entediantes ;),Tanelorn,pt,8/21/2011 16:34,2048,1458,1593,0.9146800501882058,728,0.35546875,25,2,False,False,False,109,14
Twitter Bot Training Data 2,140895474,0,ok,1.0,prd6001,PRDinesh,An Average!!,Hyderabad-India,en,5/6/2010 16:55,2520,117,440,0.2653061224489796,251,0.0996031746031746,0,16,False,False,False,12,7
Twitter Bot Training Data 2,5248441,0,ok,1.0,AlisonSudol,Alison Sudol,"Don‰Ûªt worry about cool, make your own uncool. Make your own, your own world. Sol LeWitt -- Eva Hesse -- us.",NY- London,en,Thu Apr 19 17:05:51 +0000 2007,3633,1874021,884,2117.5378531073447,8228,2.2647949353151664,5766,746,True,False,False,109,11
Twitter Bot Training Data 2,24447643,0,ok,1.0,eddieizzard,Eddie Izzard,"I'm a British European, I think like an American & was born in an Arabic country. I've run a few marathons & I start performing in Spanish in November",Earth,en,Sat Mar 14 23:13:44 +0000 2009,2938,4681963,619,7551.553225806451,7904,2.690265486725664,27764,31,True,False,False,150,11
Twitter Bot Training Data 2,16498230,0,ok,1.0,IAMtheCOMMODORE,andrew lee schmidt,just trying to be better at life. @elizabethpro is my best half.,Lost Angeles,en,Sun Sep 28 13:46:59 +0000 2008,3105,29978,431,69.39351851851852,10347,3.332367149758454,968,705,True,False,False,64,15
Twitter Bot Training Data 2,64554611,0,ok,1.0,kaiiyyma,kaima mwiti,,In the +254,en,10/8/2009 23:46,2730,998,381,2.612565445026178,2943,1.078021978021978,8,14,False,False,False,0,8
Twitter Bot Training Data 2,430391901,0,ok,1.0,huskerzach6,Zach Kopystynsky,UNL,"Lincoln, NE",en,12/7/2011 3:34,1940,564,262,2.1444866920152093,1018,0.5247422680412371,1,2954,False,True,False,3,11
Twitter Bot Training Data 2,24967668,0,ok,1.0,lala,LA LA,Thanks for the love! Its appreciated and always needed! LOVE YOU!! ‰_‰_‰_,Insta: @lala Snapchat: lala,en,Tue Mar 17 22:17:13 +0000 2009,2935,4095667,947,4320.323839662447,26500,9.028960817717206,8997,4,True,False,False,76,4
Twitter Bot Training Data 2,2461916802,0,ok,1.0,sarahmaibach,Sarah Maibach,,,en,4/24/2014 16:47,1071,10,37,0.2631578947368421,2,0.0018674136321195,0,35,False,True,True,0,12
Twitter Bot Training Data 2,46032184,0,ok,1.0,jaybirdsatx,Jon Jay Mendlovitz,"Art investor, top eBay seller, antiques appraiser/expert in the field, small business entrepreneur, and raconteur.","Alamo Heights, TX",en,6/10/2009 4:00,2850,59,1056,0.05581835383159887,104,0.0364912280701754,0,84,False,False,False,114,11
Twitter Bot Training Data 2,61559439,0,ok,1.0,nvidia,NVIDIA,The official handle for NVIDIA. Blog: https://t.co/ohDSqeDJ1D Support: https://t.co/DAKuuuZIg5 All NVIDIA Social Media: https://t.co/0MNNrxXnKC,"Santa Clara, CA",en,7/30/2009 18:25,2800,1176260,1614,728.3343653250774,9166,3.273571428571429,5091,2403,True,False,False,143,6
Twitter Bot Training Data 2,24325547,0,ok,1.0,nickcarter,Nick Carter,Backstreet Boy. #Dead7 #BSBVegas tickets on sale now,,en,Sat Mar 14 04:06:34 +0000 2009,2938,620714,1562,397.12987843889954,10864,3.6977535738597687,6781,4692,True,False,False,52,10
Twitter Bot Training Data 2,8453452,0,ok,1.0,GuyKawasaki,Guy Kawasaki,Mantra: I empower people. Chief evangelist of @Canva https://t.co/7AwtiXC7jr. Author of thirteen books. Former chief evangelist of Apple.,"Silicon Valley, California",en,Mon Aug 27 03:36:53 +0000 2007,3503,1496983,255,5847.58984375,166435,47.51213245789324,40709,854,True,False,False,137,11
Twitter Bot Training Data 2,826458962291613696,0,ok,1.0,PokemonGo100IV,Pokemon Go 100 IV,"Reporting the locations of Pokemon with 100% IV, Please donate at https://t.co/gk4Fx64OKX",,en,Tue Jan 31 15:55:46 +0000 2017,58,916,138,6.589928057553957,5413,93.32758620689656,13,1112,False,True,False,89,14
Twitter Bot Training Data 2,28475328,0,ok,1.0,Taydizm,Taydizm,Tay Dizm Twitter,International,en,Fri Apr 03 01:55:11 +0000 2009,2918,13170,3107,4.237451737451737,9557,3.2751884852638797,247,1170,True,False,False,16,7
Twitter Bot Training Data 2,326119501,0,ok,1.0,ShaneWallCTO,Shane Wall,"@HP CTO, Global Head @HPLabs. Technology #futurist, passionate leader focused on #BlendedReality, #cybersecurity, #3Dprinting, #drones, photography & travel","Palo Alto, CA",en,Wed Jun 29 12:08:24 +0000 2011,2101,15511,9888,1.5685104661745373,2807,1.336030461684912,718,1942,True,True,False,156,12
Twitter Bot Training Data 2,4213363941,0,ok,1.0,warfried,Casandra Warfield,Maroon 5,,en,11/17/2015 22:52,499,122,124,0.976,92,0.1843687374749499,0,5574,False,True,False,8,8
Twitter Bot Training Data 2,2199214622,0,ok,1.0,leap2drive,DriverTrainer,"Covering Malton, Bridlington & Scarborough. DVSA Fleet Registered Trainer. IAM RoadSmart Master of Driving with Distinction. Official Taxi Driver Assessor.",Malton,en,Sun Nov 17 09:13:36 +0000 2013,1229,152,2418,0.0628358825961141,723,0.5882831570382425,1,203,False,False,False,155,10
Twitter Bot Training Data 2,16523953,0,ok,1.0,Babylonian,Nick Robinson,video boy at @polygon äó¢ anime liker äó¢ @CoolGamesInc co-host äó¢ other videos on https://t.co/17vp1IHXJF and streams on https://t.co/uwZQfDr98a äÖ_¥Ÿ,"San Francisco, CA",en,9/30/2008 4:48,3103,55859,598,93.25375626043406,65098,20.979052529809863,549,92644,True,False,False,153,10
Twitter Bot Training Data 2,112093150,0,ok,1.0,bartjstein,Bart Stein,Co-Founder & CEO of Project Madison. Previously founded Stamped (acquired by Yahoo). Tried to write a screenplay once.,NYC,en,2/7/2010 7:21,2608,1342,171,7.8023255813953485,527,0.2020705521472392,50,47,False,True,False,118,10
Twitter Bot Training Data 2,20086998,0,ok,1.0,MarielHemingway,Mariel Hemingway,Present.Bold.LAUGHTER.PLAY.Making healthy choices so I can be my best self. @RunningWNature @RunningFromCrzy @UMatterDontQuit,Los Angeles California,en,Wed Feb 04 20:07:27 +0000 2009,2976,435871,2337,186.428999144568,27102,9.106854838709678,4662,575,True,False,False,125,15
Twitter Bot Training Data 2,24325657,0,ok,1.0,howied,Howie D,Hi I'm Howie D from the Backstreet Boys.,Wheeling and Dealing!,en,Sat Mar 14 04:07:27 +0000 2009,2938,357722,14727,24.288565996740903,3360,1.143635125936011,4392,246,True,False,False,40,6
Twitter Bot Training Data 2,15649433,0,ok,1.0,TravelGov,Travel - State Dept,Official Twitter for U.S. Department of State Bureau of Consular Affairs.,"Washington, DC, USA",en,Tue Jul 29 18:38:44 +0000 2008,3166,549861,502,1093.1630218687874,10992,3.4718888186986736,7891,899,True,False,False,73,9
Twitter Bot Training Data 2,813132084,0,ok,1.0,AndyFouche,Andy FouchÌ©,Head of Communications at @Arubin stealth startup. My views are mine and sometimes yours. @magicleap @nike @microsoft @starbucks; @tamu @utaustin,"Palo Alto, CA",en,Sun Sep 09 13:30:28 +0000 2012,1663,946,400,2.3591022443890273,571,0.3433553818400481,41,1310,False,False,False,145,10
Twitter Bot Training Data 2,7.63E+17,0,ok,1.0,am_i_sam98,Sam Williamson,The machine's broken,,en,8/9/2016 1:56,233,40,335,0.11904761904761904,40,0.1716738197424892,0,63,False,True,False,20,10
Twitter Bot Training Data 2,467135342,0,ok,1.0,LeblancDidi,Renato C. Ffolkes,"Hello, I am African and Indian, Artist, Work, Pub, Design, Culture. Deco, Drawings, theater, Movie,  _ôÖ_ôïñ_ôïî_ôï__ôë_ô_¬äì¥Ÿ_ô_Â_ôÂ_ôÁ_ô_Â_ôÂ_ô‚_ô©_ôÈ_ô__ô_ô_¿_ô___ôó_ôä__¥Ÿ_ô___ô___ô___ô___ôñŸ_ôñé_ô___ô__...",Jette,fr,1/18/2012 4:41,1898,197,3922,0.05021667091511598,65,0.0342465753424657,2,353,False,False,False,228,11
Twitter Bot Training Data 2,17004618,0,ok,1.0,NickKristof,Nicholas Kristof,"Oregon farmboy turned NY Times columnist, co-author of Half the Sky & @APathAppears, https://t.co/bcxQaJ7Po4         https://t.co/Bw42D7ya1b",Everywhere,en,Mon Oct 27 19:14:53 +0000 2008,3076,2017432,1404,1435.8946619217081,29873,9.711638491547465,23977,53,True,False,False,140,11
Twitter Bot Training Data 2,8.34E+17,0,ok,1.0,BenBoutcherWest,Ben Boutcher-West,"Working for Mobility Solutions Bosch to prove and implement technology that meets and enhances our mobility needs, for a smarter, cleaner, more efficient city","City of London, London",en,Mon Feb 20 15:56:04 +0000 2017,38,32,174,0.18285714285714286,0,0.0,0,11,False,True,False,158,15
Twitter Bot Training Data 2,126358470,0,ok,1.0,jteposte,Joe Teposte,"News Photojournalist since July 1998 Have worked for KYMA, KSWT, KECY, KTTI (radio) and City of Yuma.","Yuma, AZ",en,25/03/2010 16:17,2562,103,93,1.0957446808510638,379,0.1479313036690085,1,60,False,False,False,101,8
Twitter Bot Training Data 2,58345619,0,ok,1.0,MASHAgindler,MASHA,"@NYCgov Mayor's Office of Digital Strategy, @UniofOxford alum, older sister, e-mail artist. I've never met a project I didn't like. This is my personal account.",New York City,en,Mon Jul 20 01:11:20 +0000 2009,2810,600,818,0.7326007326007326,1328,0.4725978647686832,26,656,False,False,False,160,12
Twitter Bot Training Data 2,3249981810,0,ok,1.0,HANAHliving,HANAH,Ancient Wisdom for Modern Living,,en,Fri Jun 19 19:37:22 +0000 2015,650,218,167,1.2976190476190477,306,0.4707692307692308,13,105,False,False,False,32,11
Twitter Bot Training Data 2,223532527,0,ok,1.0,IsaaahCarolina,Isabela carolina,,,es,12/6/2010 17:12,2306,22,94,0.23157894736842105,10,0.0043365134431916,0,0,False,False,False,0,14
Twitter Bot Training Data 2,113527917,0,ok,1.0,DrJamesCDobson,Dr. James Dobson,"Dr. James Dobson provides sound biblical advice on Christian marriages, families and parenting through the ministry of Family Talk's radio program.","Colorado Springs, CO",en,Fri Feb 12 03:03:56 +0000 2010,2603,48020,4324,11.102890173410405,8886,3.4137533615059548,552,365,False,False,False,147,14
Twitter Bot Training Data 2,247859240,0,ok,1.0,Gomidedany,Dany Gomide,,,en,2/5/2011 18:34,2245,31,73,0.4189189189189189,1240,0.5523385300668151,0,1,False,False,False,0,10
Twitter Bot Training Data 2,24529179,0,ok,1.0,MattBennett,Matt Bennett?,It's life and life only. Terminal Cases out NOW https://t.co/jDRGHDrAbt,Los Angeles,en,Sun Mar 15 14:23:49 +0000 2009,2937,829840,823,1007.0873786407767,6592,2.244467143343548,1338,1789,True,False,False,71,11
Twitter Bot Training Data 2,7.44E+17,0,ok,1.0,ChanceSalisbur1,Brad Salisbury,,"Lake Elsinore, CA",en,Wed Oct 30 05:15:10 +0000 2013,1247,9,24,0.36,30,0.0240577385725741,0,6,False,True,False,0,15
Twitter Bot Training Data 2,8622212,0,ok,1.0,cindygallop,Cindy Gallop,I like to blow shit up. I am the Michael Bay of business.,New York City,en,9/3/2007 11:51,3496,53791,931,57.7156652360515,120564,34.486270022883296,2600,26220,True,False,False,57,11
Twitter Bot Training Data 2,49488784,0,ok,1.0,AntonioPizzonia,Antonio Pizzonia,"Ex-piloto de F1. Atualmente Stock Car e AutoGp.. Triatleta amador, pai.. IRONMAN!! / 4 wheels and a steering wheel...Racing driver, amateur triathlete, IRONMAN!",Brazil,en,Mon Jun 22 01:10:16 +0000 2009,2838,310472,475,652.2521008403361,29042,10.233262861169838,2042,975,True,False,False,160,15
Twitter Bot Training Data 2,94202888,0,ok,1.0,ang3538,Angelo Romero,,Campinas-SP,en,12/2/2009 23:26,2675,32,97,0.32653061224489793,56,0.0209345794392523,0,0,False,False,False,0,7
Twitter Bot Training Data 2,44434508,0,ok,1.0,justbrad23,Brad Hargreaves,cowbell at @thirdeyeblind ‰ÏÎ•ü,,en,Wed Jun 03 19:29:44 +0000 2009,2857,13860,300,46.04651162790697,2950,1.032551627581379,247,20690,True,False,False,32,10
Twitter Bot Training Data 2,18129412,0,ok,1.0,CeliaVee,Celia Gabel V.,"Nothing witty to say the least. I try to write funny things, I work for a billion dollar fruit stand, and more please is always the correct answer.",Carmen Sandiego's Hat,en,Mon Dec 15 03:27:08 +0000 2008,3027,210,532,0.39399624765478425,2275,0.751569210439379,1,146,False,False,False,147,8
Twitter Bot Training Data 2,310195130,0,ok,1.0,_breadward,Ed Tighe,(Stressed) MSCS Student @ DLSU | Interests involve machine learning + natural langauge processing | Collecting data now via https://t.co/jUSxj45GXo,,en,6/3/2011 10:30,2127,323,384,0.8389610389610389,617,0.2900799247766807,4,631,False,False,False,147,10
Twitter Bot Training Data 2,16305330,0,ok,1.0,margaretcho,Margaret Cho,https://t.co/fsD6D6yAdB,"Hollywood, Los Angeles",en,Tue Sep 16 01:52:37 +0000 2008,3117,473692,102847,4.605748288736777,28113,9.019249278152069,8507,49069,True,False,False,23,11
Twitter Bot Training Data 2,138205293,0,ok,1.0,Kallan10,Abner Kalan Veiga,,Sí£o Paulo,en,4/28/2010 22:46,2528,55,53,1.0185185185185186,43,0.017009493670886,0,0,False,False,False,0,8
Twitter Bot Training Data 2,2295117980,0,ok,1.0,SunLooksDown,Sun Looks Down,,"New York, NY",en,Thu Jan 16 22:45:16 +0000 2014,1169,206,686,0.29985443959243085,870,0.7442258340461934,1,137,False,False,False,0,12
Twitter Bot Training Data 2,43969852,0,ok,1.0,Buckcherry,Buckcherry,The Official Buckcherry Twitter Page,"Los Angeles, CA",en,Mon Jun 01 20:52:23 +0000 2009,2859,108643,136,793.014598540146,5495,1.922000699545296,1451,567,True,False,False,36,10
Twitter Bot Training Data 2,34507480,0,ok,1.0,ArianaGrande,Ariana Grande,dangerous woman,Honeymoon Ì£ve.,en,Thu Apr 23 02:56:31 +0000 2009,2898,44361817,66134,670.776699175928,39972,13.79296066252588,53277,31965,True,False,False,15,12
Twitter Bot Training Data 2,3951869597,0,ok,1.0,IamSamOrtmann,A Friend For You,"Eh, Who Really Cares?","Maryland, USA",en,14/10/2015 2:24,533,65,493,0.13157894736842105,646,1.2120075046904315,1,998,False,False,False,21,13
Twitter Bot Training Data 2,10798802,0,ok,1.0,amandapalmer,Amanda Palmer,performer. song & book-writer. love-lover. rule-hater. patron-supported. queries: management@amandapalmer.net https://t.co/ZDCGP30OsK,hunting utopia.,en,Mon Dec 03 01:27:35 +0000 2007,3405,1145274,721,1586.2520775623268,89050,26.152716593245227,11585,647,True,False,False,133,12
Twitter Bot Training Data 2,1415791555,0,ok,1.0,NYCFC,New York City FC,The official Twitter account of New York City FC. For tickets and supporter services follow @NYCFCHelp. #NYCFC #WeAreOne,New York City,en,Thu May 09 15:24:21 +0000 2013,1421,318616,6241,51.043896187119515,18906,13.304714989444053,1986,15915,True,False,False,120,5
Twitter Bot Training Data 2,18791763,0,ok,1.0,KarlRove,Karl Rove,"Former Deputy Chief of Staff to President George W. Bush, Author of NYT bestseller, Courage & Consequence, and new book, The Triumph of William McKinley","Washington, D.C.",en,Fri Jan 09 04:12:46 +0000 2009,3002,682267,142678,4.78183194443471,8663,2.885742838107928,14144,153,True,False,False,152,8
Twitter Bot Training Data 2,375150330,0,ok,1.0,pampamela_,Pamela Oliveira,http://t.co/YfHoThSDVQ...,marilia sp,pt,9/17/2011 15:59,2021,89,329,0.2696969696969697,498,0.2464126669965363,2,3,False,False,False,25,10
Twitter Bot Training Data 2,189703663,0,ok,1.0,appletonsfinest,Lance Reschke,,,en,12/9/2010 0:37,2303,37,646,0.0571870170015456,165,0.0716456795484151,0,77,False,True,False,0,15
Twitter Bot Training Data 2,25655004,0,ok,1.0,superdaniela,Daniela Galarza,Just me and my big mouth. I usually order the whole dessert menu. @Eater,NYC,en,3/21/2009 8:22,2931,3784,1110,3.405940594059406,9867,3.366427840327533,143,12129,False,False,False,72,12
Twitter Bot Training Data 2,68892218,0,ok,1.0,ChristineCC14,Deplorable in NYC,#MakeAmericaGreatAgain #Trump2016 #BuildTheWall #AmericaFirst #BlueLivesMatter #AllLivesMatter #AlwaysTrump #CrookedHillary #StillWithTrump #DrainTheSwamp,"Staten Island, NY",en,8/26/2009 3:36,2773,1460,1462,0.9979494190020506,14692,5.298232960692391,45,11133,False,True,False,154,13
Twitter Bot Training Data 2,8.40E+17,0,ok,1.0,sondra_barlow,Sondra Barlow,,,en,3/10/2017 22:47,20,3,58,0.05084745762711865,1,0.05,0,0,False,True,False,0,13
Twitter Bot Training Data 2,8.07E+17,0,ok,1.0,resprana,Resprana Air,breathe beauti(fully).,"New York, NY",en,12/8/2016 17:59,112,15,59,0.25,34,0.3035714285714285,0,18,False,False,False,22,8
Twitter Bot Training Data 2,216939636,0,ok,1.0,AndrewYNg,Andrew Ng,"Chief Scientist of Baidu; Chairman and Co-Founder of Coursera; Stanford CS faculty. #machinelearning, #deeplearning #MOOCs, #edtech","Mountain View, CA",en,Thu Nov 18 03:39:11 +0000 2010,2324,108372,221,488.1621621621622,889,0.3825301204819277,2908,345,True,False,False,131,9
Twitter Bot Training Data 2,110885805,0,ok,1.0,LucasQuental,Lucas Quental,...,,pt,2/3/2010 2:53,2612,94,53,1.7407407407407407,2514,0.962480857580398,0,1,False,False,False,3,12
Twitter Bot Training Data 2,54555320,0,ok,1.0,DelftUniversity,Delft University,To make a significant contribution towards a sustainable society for the 21st century through world-class research and education with economic and social value,"Delft, the Netherlands",en,Tue Jul 07 14:06:16 +0000 2009,2823,13146,952,13.79433368310598,2721,0.9638682252922424,253,58,False,True,False,159,15
Twitter Bot Training Data 2,219617448,0,ok,1.0,SushmaSwaraj,Sushma Swaraj,Minister of External affairs,"New Delhi, India",en,11/25/2010 11:10,2317,7441109,0,7441109.0,4782,2.063875701337937,5520,7,True,False,False,28,12
Twitter Bot Training Data 2,208815996,0,ok,1.0,PequenoRabisco,Untitled,,,en,10/28/2010 0:28,2345,59,51,1.1346153846153846,103,0.0439232409381663,1,0,False,False,False,0,14
Twitter Bot Training Data 2,50325797,0,ok,1.0,chucktodd,Chuck Todd,"Moderator of @meetthepress and @nbcnews political director; Covering politics since '92; And, yes, I tweet about sports too.","Washington, DC",en,Wed Jun 24 14:53:20 +0000 2009,2836,1340385,1717,780.2008149010477,45976,16.211565585331453,15512,78,True,False,False,124,9
Twitter Bot Training Data 2,2911000602,0,ok,1.0,SDhawan25,Shikhar Dhawan,Opening batsman of the Indian Cricket Team and the Hyderabad Sunrisers. My family and Cricket are the two most important things in my life.,India,en,11/26/2014 15:03,855,469948,57,8102.551724137931,469,0.5485380116959064,356,66,True,True,False,139,9
Twitter Bot Training Data 2,243802867,0,ok,1.0,cabearzotti,ca bearzotti,,Brasil,pt,1/27/2011 21:08,2254,78,79,0.975,2926,1.2981366459627328,0,56,False,False,False,0,11
Twitter Bot Training Data 2,52529896,0,ok,1.0,ColinCowherd,Colin Cowherd,Host of The Herd 9-12 on @FS1 & @IHeartradio. SiriusXM ch 83. The Herd podcast on @iTunes. Co Host of @SFY. NYT Best Seller and Sundays on FOX NFL Kickoff.,,en,Tue Jun 30 21:38:25 +0000 2009,2830,1188889,955,1243.607740585774,16962,5.993639575971732,9198,48,True,False,False,155,12
Twitter Bot Training Data 2,56631494,0,ok,1.0,shahidkapoor,Shahid Kapoor,"Actor, Dreamer, Lover, Believer .",,en,Tue Jul 14 06:58:48 +0000 2009,2816,9776136,103,94001.30769230769,6347,2.25390625,14290,506,True,False,False,33,12
Twitter Bot Training Data 2,14573900,0,ok,1.0,ManCity,Manchester City,The official Manchester City Twitter account | Supporter Services __ @ManCityHelp | Snapchat __ mancityofficial,Etihad Stadium,en,Mon Apr 28 19:28:08 +0000 2008,3258,4096944,55313,74.06703547022454,99230,30.4573357888275,12207,7335,True,False,False,111,7
Twitter Bot Training Data 2,50722668,0,ok,1.0,randhindi,Rand Hindi,Entrepreneur & Data Scientist. Founder @snips. I do #AI and #privacy stuff. https://t.co/KYKZP0QTF6 | https://t.co/7EOLn7brcF,"Paris, France",en,6/25/2009 18:20,2835,8213,2704,3.0362292051756006,2141,0.7552028218694885,444,3812,True,False,False,125,9
Twitter Bot Training Data 2,52551600,0,ok,1.0,JimCarrey,Jim Carrey,Actor Jim Carrey!,Los Angeles,en,Tue Jun 30 22:58:44 +0000 2009,2830,15470731,1,7735365.5,4176,1.4756183745583038,58394,9,True,False,False,17,9
Twitter Bot Training Data 2,34428380,0,ok,1.0,schzimmydeanie,Jeremy Davis,give me food...insta ---@JERM_beats,where am i not?,en,Wed Apr 22 22:44:05 +0000 2009,2899,347268,192,1799.3160621761658,5816,2.006209037599172,0,18,True,False,False,35,14
Twitter Bot Training Data 2,18217624,0,ok,1.0,MicheleBachmann,Michele Bachmann,"Wife, mom, foster mom, former tax attorney, small business owner, former Congresswoman.",,en,Thu Dec 18 16:10:29 +0000 2008,3024,272893,3053,89.35592665356909,4283,1.4163359788359788,6741,202,True,False,False,87,15
Twitter Bot Training Data 2,14109613,0,ok,1.0,JuliaAllison,Julia Allison,Journalist. Public Speaker. Former TV Personality. Social Alchemist. Lover. Dancer. Rebel. Friend.,"San Francisco, CA",en,Sun Mar 09 21:39:10 +0000 2008,3308,126771,368,343.5528455284553,14634,4.423821039903265,1033,887,True,False,False,98,12
Twitter Bot Training Data 2,344634424,0,ok,1.0,RafaelNadal,Rafa Nadal,Tennis player.,Manacor,es,7/29/2011 10:44,2071,12056489,78,152613.78481012658,2380,1.1492032834379526,22809,16,True,False,False,14,11
Twitter Bot Training Data 2,412319130,0,ok,1.0,ChrisGLogan,Christopher Logan,"husband, dad,cinematographer, runner, car nut + film nerd.","Burlington, ON",en,11/14/2011 14:50,1963,84,166,0.5029940119760479,137,0.0697911360163015,2,138,False,False,False,58,11
Twitter Bot Training Data 2,20649815,0,ok,1.0,BlakePlock,Shelly Blake-Plock,"President and CEO at Yet Analytics, Inc.","Baltimore, Maryland",en,2/12/2009 2:54,2968,21010,2734,7.681901279707495,13171,4.43766846361186,1587,1659,False,False,False,40,10
Twitter Bot Training Data 2,22945797,0,ok,1.0,afghanraiders,AFGHAN RAIDERS,"Mikey, Beans & Drew","San Francisco, CA",en,Thu Mar 05 17:14:14 +0000 2009,2947,2234,592,3.767284991568297,1248,0.4234815066168985,75,8,True,False,False,19,13
Twitter Bot Training Data 2,195398132,0,ok,1.0,cristian_web,@#%cristian%$#@,,Brasil/Campinas/SP,es,9/26/2010 16:11,2377,15,9,1.5,2,0.0008413967185527,0,0,False,False,True,0,12
Twitter Bot Training Data 2,13637012,0,ok,1.0,stacymartinet,Stacy Martinet,Head of Marketing Strategy @Adobe. PresElect @nywici. @mashable & @nytimes alumni. Fan of the West Wing & hobbies that involve gravity. I think fish are funny.,nyc,en,2/18/2008 19:07,3328,13799,1776,7.76533483398987,10413,3.12890625,854,1312,False,False,False,159,13
Twitter Bot Training Data 2,539782632,0,ok,1.0,omaregy0220,Castaway,"#Muslim #Arab #American #husband #Father #politicaljunkie,#Liberal #Democratic,#LoveHistory #environmentalis #Humanitarian #Businesstilldeath,#Icecream #stopwar","Boston,MA",en,3/29/2012 5:44,1827,1392,4739,0.2936708860759494,6096,3.3366174055829227,34,3533,False,True,False,160,11
Twitter Bot Training Data 2,416691300,0,ok,1.0,lauravitt0,Laura Vitto,senior watercooler reporter @Mashable,NY,en,11/20/2011 1:06,1957,2932,997,2.937875751503006,619,0.316300459887583,107,1400,True,False,False,37,10
Twitter Bot Training Data 2,2216213125,0,ok,1.0,greatartbot,Great Artist,"Computer-generated art, updated four times a day. An @_ARP bot.",,en,11/26/2013 19:00,1220,4214,0,4214.0,4368,3.580327868852459,220,0,False,False,False,63,11
Twitter Bot Training Data 2,395978320,0,ok,1.0,typesfast,Ryan Petersen,"CEO of https://t.co/nMwbrcvMaq and previously co-founder of https://t.co/z3ULIP6alR. Cal, Columbia, Y Combinator alum",,en,Sat Oct 22 15:16:59 +0000 2011,1986,4209,1397,3.0107296137339055,8802,4.43202416918429,147,29910,False,True,False,117,9
Twitter Bot Training Data 2,151962231,0,ok,1.0,daaniilimaa,Dani Lima,http://t.co/LPAIAxve,"Campinas, SP",es,6/4/2010 18:08,2491,106,87,1.2045454545454546,6620,2.6575672420714573,0,30,False,False,False,20,11
Twitter Bot Training Data 2,47274475,0,ok,1.0,arnab9211,Arnab Sengupta,,Hyderabad,en,Mon Jun 15 06:13:12 +0000 2009,2845,188,593,0.3164983164983165,516,0.1813708260105448,2,107,False,False,False,0,9
Twitter Bot Training Data 2,21642231,0,ok,1.0,DJMissBehavior,Miss B,Chakra Shawty | All Black Errthang | Wine & Whiskey Connoisseur | GIRL POWER | Mother Earth's Flower |,"Florida, USA",en,Mon Feb 23 09:33:16 +0000 2009,2957,35553,852,41.6799531066823,17444,5.899222184646601,875,48,True,False,False,102,14
Twitter Bot Training Data 2,8.25E+17,0,ok,1.0,luisafilipa02,Luisa,Just a single flower in the world _ôëŸ photography _ôëŸ 14 years _ôëŸ Daniela ä_,Portugal,en,Sat Jan 28 09:20:33 +0000 2017,61,82,376,0.21750663129973474,43,0.7049180327868853,0,562,False,True,False,81,13
Twitter Bot Training Data 2,2815725451,0,ok,1.0,ReneeJJames,RenÌ©e James,President - Intel Corporation,,en,Wed Sep 17 21:48:20 +0000 2014,925,2376,19,118.8,14,0.0151351351351351,94,1,False,True,False,29,11
Twitter Bot Training Data 2,2499228050,0,ok,1.0,PhoebeHugh_,Phoebe Hugh,Co-Founder & CEO @HeyBrolly åá @efLDN 2016 åá Co-Founder @AmbitionFirstUK,London,en-gb,Fri May 16 16:05:24 +0000 2014,1049,1309,162,8.030674846625766,665,0.6339370829361296,95,1304,False,False,False,73,11
